at,CONTENT,RATING,LABELING
2025-12-04 8:23:21,"setelah d update harus masuk ulang,tapi pencet masuk y susah banget,malah gak bisa masuk",1,NEGATIVE
2025-12-04 7:59:34,"sering banget log out nya keselll, padahal kemaren2 udah login udah ganti pasword, eh sekarang susah login kumaha sih , tiap mau login eror terusss",1,NEGATIVE
2025-12-04 7:42:35,"nabah ribet offline mulu,,, bikin repot __ kabayakan loading , gagal,offline",1,NEGATIVE
2025-12-04 7:33:40,"aplikasi apaan setiap daftar online slalu eror, baik rujukan atw k faskes tingkat pertama kebnyakan d korupsi",1,NEGATIVE
2025-12-04 7:24:36,"aplikasi nyedot pulsa, maa syaa Allah. otp nya telat suruh ulang lagi sampai habis pulsa saya",1,NEGATIVE
2025-12-04 6:56:17,sekarang untuk daftar antrian lebih kenapa menjadi ribet,1,NEGATIVE
2025-12-04 6:48:19,daftar ke faskes 1.poli gigi.dari H-1 sampai hari H tdk pernah berhasil...entahlah,1,NEGATIVE
2025-12-04 6:32:54,lemot dan error,1,NEGATIVE
2025-12-04 6:25:50,mudah cepat,5,POSITIVE
2025-12-04 6:18:12,Sudah ada perbaikan,4,POSITIVE
2025-12-04 5:59:59,mantab,5,POSITIVE
2025-12-04 5:53:00,apk jahanam,5,NEGATIVE
2025-12-04 5:39:45,Aplikasi sampah! kode otp dari sms ga masuk masuk.,5,NEGATIVE
2025-12-04 5:38:20,aplikasi JKN sangat memudahkan kita untuk semua permasalahan BPJS/KIS,5,POSITIVE
2025-12-04 5:29:05,ikuti arahan dan sangat informatif,5,POSITIVE
2025-12-04 5:24:15,yang aktif cuma 1 anggota tiba2 saat penagihan yg aktif 2 anggota hellooooo pemerasan bgt yaw,2,NEGATIVE
2025-12-04 5:22:57,aplikasi sampah tidak bisa daftar autodebit selalu gagal.,1,NEGATIVE
2025-12-04 5:22:47,"login gunain captcha nyusahin, pakai authenticator saja",3,POSITIVE
2025-12-04 5:18:35,kenapa yang tadinya tagihan untuk 2 anggota jadi 4 anggota? mau masuk ke akun pun ngga bisa,1,NEGATIVE
2025-12-04 4:41:52,Logout teruss,1,NEGATIVE
2025-12-04 4:37:07,terima kasih apk jkn,5,POSITIVE
2025-12-04 4:33:47,mantap,5,POSITIVE
2025-12-04 4:26:39,oke,5,POSITIVE
2025-12-04 4:17:42,Aplikasinya sangat bermanfaat sekali,5,POSITIVE
2025-12-04 4:07:12,"Mau lihat nomor BPJS sendiri aja ribet amat,,, kek mau pinjeman online segala... ckckck apaan apk kek gini, dibikin ribet,,, tinggal masukin NIK doank apa susahnya? knp masih harus video selfi kek pinjaman online???",1,NEGATIVE
2025-12-04 3:52:43,mudah dan sangat membantu,5,POSITIVE
2025-12-04 3:45:13,good,5,POSITIVE
2025-12-04 3:44:28,dengan adanya jkn sangat membantu,5,POSITIVE
2025-12-04 3:41:27,aplikasi sangat membantu,5,POSITIVE
2025-12-04 3:24:46,sangat bermanfaat sekali ,5,POSITIVE
2025-12-04 3:24:43,"semoga membantu yh , good job",5,POSITIVE
2025-12-04 3:19:02,mantap,5,POSITIVE
2025-12-04 3:11:52,sippp,5,POSITIVE
2025-12-04 3:11:16,sangat puas,5,POSITIVE
2025-12-04 3:10:10,"aplikasi busuk,gak logout masa logout terus,harus bikin baru setiap bulan,badan dah meriang lemes mau priksa aja dipersulit harus jadi dulu mobile JKN nya,,hallo...kita bayar lho setiap bulan masa iya mau periksa sulit.tolonglah diperbaiki sistemnya.coba",1,NEGATIVE
2025-12-04 3:03:34,nice semakin mudah penggunaanya,5,POSITIVE
2025-12-04 2:59:58,Terimakasih,5,POSITIVE
2025-12-04 2:50:55,"kok gak bisa lagi ambil screenshot? lu kira orangtua itu bisa mengoperasikan aplikasi ini? kita anaknya bantu daftarkan nomor antrian, discreenshot baru dikirimkan. gimana sih punya aplikasi tapi gak pintar, merepotkan orang aja bisanya. emang mau diapain",1,NEGATIVE
2025-12-04 2:39:53,good,5,POSITIVE
2025-12-04 2:34:49,tidak ramah orang tua lalu fitur screenshot tiket tidak diizinkan. gimana gua ngirim ke mak gua njir emang tolol ni orang pemerintahan kalau bikin kebijakan apapun,1,NEGATIVE
2025-12-04 2:24:04,"tidak bisa login, dengan di sertai alasan yang tidak falit atau tidak ada dasar yang jelas",1,NEGATIVE
2025-12-04 2:06:24,"aplikasi sering eror, jlas"" udah dftr dpt nomer 4, malah di batlkn sma aplikasi, dftr lagi dpt nomer 60",2,NEGATIVE
2025-12-04 2:04:26,Sangat mudah untuk menggunakan pelayanan BPJS melalui aplikasi JKN Mobile,5,POSITIVE
2025-12-04 1:56:35,ok,5,POSITIVE
2025-12-04 1:56:16,bagus fitur lengkap,5,POSITIVE
2025-12-04 1:53:34,sangat puas,5,POSITIVE
2025-12-04 1:52:46,Bagus Aplikasinya,5,POSITIVE
2025-12-04 1:52:33,"sangat mmpermudah dalam proses penggantian faskes 1 dan layanan yg lain, hanya saja sistem sering eror kalo untuk daftar online",5,POSITIVE
2025-12-04 1:52:26,sangat cepat dan memuaskan,5,POSITIVE
2025-12-04 1:46:52,"Sering minta update, kalo dah update gak bisa login peringatan nik salah, bener2 menyusahkan aplikasinya",1,NEGATIVE
2025-12-04 1:39:28,"bikin emosi ini apk niat ga buat digunain, tiba tiba logout pas masuk malah dikatain salah padahal semua udah bener, suruh chat Pandawa lemot juga balesan udah 3 hari ga da respon udah ku coba lupa sandi udah ku isi nomer telp kedaftar email ke daftar mal",1,NEGATIVE
2025-12-04 1:39:02,good,5,POSITIVE
2025-12-04 1:23:36,bagus,5,POSITIVE
2025-12-04 1:22:16,bikin repot,1,NEGATIVE
2025-12-04 1:20:08,mantap kali app nya,5,POSITIVE
2025-12-04 1:18:31,"tiba tiba loguot,mau login lagi ada notif nik/pin salah terus padahal sudah benar",1,NEGATIVE
2025-12-04 1:17:31,sangat membantu,5,POSITIVE
2025-12-04 1:16:09,"ini kenapa tidak bisa screenshot nomor antrian? beberapa orang tua itu kurang memahami apliaksi ini, mereka bisa WA saja sudah bagus",1,NEGATIVE
2025-12-04 1:00:18,"maaf ada sedikit kendala di verifikasi nomor, disaat mau verifikasi di mintai metode tpi hanya ada kotak kosong mohon bantuannya",3,POSITIVE
2025-12-04 0:57:29,aplikasi makin rumit.masih banyak yg perlu dibenahi,1,NEGATIVE
2025-12-04 0:49:12,apk ini eror sendiri jadi tidak mudah untuk digunakan bikin susah,1,NEGATIVE
2025-12-04 0:35:12,bagus mempermudah ganti faskes,5,POSITIVE
2025-12-04 0:32:26,"lupa password ""PERMINTAAN BELUM BISA DILAKUKAN"" bukan jaringan yang error tapi memang aplikasinya busuk,, tidak ada alternatif lain untuk recovery password selain dateng kekantor yang merepotkan",1,NEGATIVE
2025-12-04 0:26:09,kalo cuma buat mmpersulit masyarakat buat apa... smua jd ribet gra2 ni apk... kontrol sbulan skli... tp mau dftar antran apk logout sndiri... mau login lgi d persulit.. aneh emang,1,NEGATIVE
2025-12-04 0:15:00,sangat bermanfaat,5,POSITIVE
2025-12-04 0:07:41,setelah update banyak iklan judol,1,NEGATIVE
2025-12-04 0:07:38,"tiba2 log out sendiri dan susah log in meskipun semua sudah benar. bukannya tambah mudah pakai online, yang ada tambah diruwet sama aplikasinya.",1,NEGATIVE
2025-12-04 0:00:14,"halo saya ingin menyampaikan masalah password yg di masukkan selalu tidak benar padahal saya memasukkan pw yang sama,, setelah lupa kata sandi kode Verifikasi pun tidak kunjung di kirim,, ada hal sudah berkali kali.. susah bngt pdahal mau pindah faskes",3,NEGATIVE
2025-12-03 23:59:26,mudah cepat ramah,5,POSITIVE
2025-12-03 23:45:04,sangat mudah dipahami,4,POSITIVE
2025-12-03 23:13:50,mau punya akun di mobile JKN ribet. udh kaya mau daftar PNS. Klo bisa di persulit buat apa di permudah,1,NEGATIVE
2025-12-03 23:05:17,apk busuk,1,NEGATIVE
2025-12-03 22:46:22,good job,5,POSITIVE
2025-12-03 22:45:04,semenjak tidak bisa di screenshot asli mempersulit sekali ... mau nunjukin bukti cekin susah...,3,NEGATIVE
2025-12-03 22:38:41,good job,5,POSITIVE
2025-12-03 22:27:08,"Ketika mau login, captcha tidak muncul, jaringan internet stabil",2,POSITIVE
2025-12-03 22:21:26,"setelah update, lha kok login skrg harus pakek NIK, dulu saya login pakek no, mna bisa masuk klau bgini, lha sya dlu daftar pakek no hp, ini sudah ada pemberitahuan sebelumnya apa belum harus pakek NIK..? sya merasa gak da pemberitahuan sebelumnya..?",1,NEGATIVE
2025-12-03 22:08:54,Bagus bisa membantu juga,5,POSITIVE
2025-12-03 21:32:57,Aplikasinya bagus dan memudahkan jika antri berobat.. Tapi ko sering logout mulut.. Harus verifikasi sandi dll.. Jadi ribet begini. Mohon diperbaiki,5,POSITIVE
2025-12-03 20:25:38,apa sih kecelakann pulang kerja harus pake bpjs tenaga kerja. ribet amat bpjs dipisah pisah.,1,NEGATIVE
2025-12-03 18:03:55,sangat mudah dan memuaskan,5,POSITIVE
2025-12-03 17:15:50,"Suka log out sendiri apk nya. Mesti log in lagi, udh berkali_ selama pake apk jkn mobile slalu sprti itu",1,NEGATIVE
2025-12-03 16:24:25,aplikasi bagus.cuman kalau berobat dokter ngk konsisten di antrian jkn jdwal dokter jam 15:00 tau nya dokter datang jam 18:00,5,POSITIVE
2025-12-03 16:05:10,sudah lebih baik,5,POSITIVE
2025-12-03 16:02:07,"sekarang Alhamdulillah lebih mudah ya .. verivikasi nya lewat WhatsApp jdi nggak perlu ada pulsa, isi layanan nya mudah di mengerti dan sangat membantu",5,POSITIVE
2025-12-03 16:00:49,"bagus,,bisa rubah faskes",5,POSITIVE
2025-12-03 15:38:06,aplikasi yang memudahkan untuk mengakses layanan kesehatan ,5,POSITIVE
2025-12-03 15:20:59,terimakasih atas informasinya dan pelayanannya yang baik,5,POSITIVE
2025-12-03 15:07:21,Alhamdulillah,5,POSITIVE
2025-12-03 15:04:19,kok JKN ku ngak bisa di buka,3,NEGATIVE
2025-12-03 14:52:19,"aplikasi ini sangat membantu masyarakat terutama yang menggunakan layanan bpjs kesehatan,tapi sayangnya kurang mendetail contohnya keluarga saya yang terdaftar di bpjs itu ada 4 orang tapi saya cek di aplikasi ini tercatat 2 dan terus saya cek di indomare",3,POSITIVE
2025-12-03 14:46:48,saya senang jadi peserta BPJS kesehatan,5,POSITIVE
2025-12-03 14:31:57,alhamdulillah membantu,5,POSITIVE
2025-12-03 14:19:34,sangat mudah sekali,5,POSITIVE
2025-12-03 14:07:14,sangat bermanfaat banget buat kita semua.di beri kemudahan dalam berobat melalui aplikasi ini,5,POSITIVE
2025-12-03 14:01:33,apk bikin sudah rakyat kaga bisa verifikasi wajah kocak,1,NEGATIVE
2025-12-03 13:57:31,bagus sekali,5,POSITIVE
2025-12-03 13:56:30,"Bagus aplikasinya memudahkan dftar online kalau mau priksa sendiri atau daftarin anggota keluarga, tapi tolong dong jangan suka tiba logout sendiri, jadi harus masuk ulang pake NIK, mending kalau cuma sekali 2 kali, ribet jadinya kalau tiba2 logout.",3,POSITIVE
2025-12-03 13:52:19,mantap,5,POSITIVE
2025-12-03 13:38:01,"kenapa dah masuk suka keluar sendiri sih dari aplikasi nya, jadi kalok mau berobat harus masuk lagi masuk lagi kan ribet",3,NEGATIVE
2025-12-03 13:32:34,"mengapa sekarang akses screenshot nya dinonaktifkan? Padahal sgt membantu saya ketika harus ijin dari kantor untuk kontrol rutin setiap minggu. Kebetulan di kantorku ketika ingin pengajuan cuti sakit krn keperluan berobat, hasil screenshot riwayat pelayan",3,NEGATIVE
2025-12-03 13:31:14,Joss sangat membantu,5,POSITIVE
2025-12-03 13:25:45,bagus dan terimakasih JKN,5,POSITIVE
2025-12-03 13:15:18,sangat mebantu,5,POSITIVE
2025-12-03 13:15:10,"sering keluar dari aplikasi sendiri jadi harus login kembali,giliran login udah pke pw yg sesuai,eh oleh pihak mobile jkn ny salah,jdi hrus verifikasi lagi",1,NEGATIVE
2025-12-03 12:51:14,sangat mudah sekali,5,POSITIVE
2025-12-03 12:51:07,aplikasi eror gx bisa d gunakan dengan baik,2,NEGATIVE
2025-12-03 12:45:18,"apk sampah, 2 Hari nyoba berulang-ulang buat kode Verifikasi gak muncul-muncul, saran aja, kalau apk mentah gausah du publish. malu",1,NEGATIVE
2025-12-03 12:44:18,makin kesini makin lelett,2,NEGATIVE
2025-12-03 12:42:41,sanagatttlah membantu masyarakat,5,POSITIVE
2025-12-03 12:39:40,"ini ko susah banget ya? udah daftar segala macem pas mau tambah antrian di suruhh benerin no hp pas udah di benerin ganti ke yang lain suruh pilih metode, tapi metode nya ga muncul muncul terus gimana ini mau daftar buat kontrol? tolong bantu",2,NEGATIVE
2025-12-03 12:35:45,sangat puas,5,POSITIVE
2025-12-03 12:20:37,sangat disukai dan berguna bagi warga indonesia,5,POSITIVE
2025-12-03 12:14:06,aplikasi gk jujur nomer nik pasword n cache dah bener masih ja gk bisa login dasar busuk,3,NEGATIVE
2025-12-03 12:11:40,Keren. mantap,5,POSITIVE
2025-12-03 12:07:28,"tolong lah ya, screenshot nomer antrian aja gk bisa, dikira semua org punya koneksi internet",1,NEGATIVE
2025-12-03 11:46:01,"saya mau nambah anak ke 2 tapi kok nggak bisa ya ? alasan ibu hamil Idak terdaftar ,ya emng tidak terdaftar di JKN aku karna dia terdaftar di kantor nya sendiri solusi nya apa ya...biar anak ke 2 sYa bisa didaftarkan di JKN ini masa aistri saya harus beru",2,NEGATIVE
2025-12-03 11:42:04,semoga bermanfaat ,5,POSITIVE
2025-12-03 11:39:44,aplikasi nya tidak membantu sudah lama antri tapi gak dipanggil harus ke sini entah gimana gak jelas niat mau berobat malah gak jadi aneh emang,1,NEGATIVE
2025-12-03 11:24:59,kecewa untuk update an sekarang gak bisa di screenshot kasihan kalau ortunya mau mendaftar soalnya terkadang tidak bisa daftar online sendiri.,3,NEGATIVE
2025-12-03 11:12:47,sangat membantu untk melakukan perpindahan paskes tdk usah repot-repot ke kantor BPJS,5,POSITIVE
2025-12-03 10:56:48,akhir nya bisa rubah faskes melalui mobile jkn .. terimakasih sudah memudahkan ,5,POSITIVE
2025-12-03 10:54:24,ribet verifikasi dah bener tiba2 nomer hp berubah,1,NEGATIVE
2025-12-03 10:50:14,susah banget kalo mau login tolong di perbaiki lagi,3,NEGATIVE
2025-12-03 10:38:58,"jika login, akun belom terdaftar, pas daftar akun sudah terdaftar, intinya susah buat login",1,NEGATIVE
2025-12-03 10:30:43,"ribet bgt anj, smenjak d update nomor telpon d akun nya malah jdi tidak terdaftar , pdhal nomor nya sama yg itu",1,NEGATIVE
2025-12-03 10:18:22,bisa mengetahui faskes yg di milikki,5,POSITIVE
2025-12-03 10:15:30,"bagus,tingkatkan terus pelayanan terbaiknya BPJS",5,POSITIVE
2025-12-03 10:13:42,luar biasa,5,POSITIVE
2025-12-03 9:57:44,sangat sangat membantu,5,POSITIVE
2025-12-03 9:46:11,estimasi tunggu 15 menitt udah 3 jam blm di panggil harusnya sesuai sih,2,NEGATIVE
2025-12-03 9:43:54,mempermudah bpjs,5,NEGATIVE
2025-12-03 9:26:06,pelayanannya baik dan ramah,5,POSITIVE
2025-12-03 9:23:45,semoga aman,5,POSITIVE
2025-12-03 8:57:29,makasih,5,POSITIVE
2025-12-03 8:41:06,pelayanan terbaik dan tercepat,5,POSITIVE
2025-12-03 8:38:59,kenapa gabisa screenshoot? biasanya bisa,3,POSITIVE
2025-12-03 8:31:07,sangat membantu dengan mudah mengaksesnya,5,POSITIVE
2025-12-03 8:24:02,"sayang sekali sekarang di klinik fktp kalau hari minggu tidak mau menerima layanan bpjs, padahal tiap bulan udah bayar iuran bpsj kesehatan",2,NEGATIVE
2025-12-03 8:18:45,"agak sedikit kecewa, kenapa sering banget ke log out sendiri. giliran pas di log in lagi susahnya minta ampun dan sering error. orang sakit jadi ketunda dulu untuk daftar",3,NEGATIVE
2025-12-03 8:09:10,mantap,5,POSITIVE
2025-12-03 8:06:15,"Aplikasi kont**, masa nomor antrian bisa duplikat 4-6 orang. Udah ambil no antrian 1 hari sebelum kontrol dapet nomor 8. Pas ngatri, orang yang baru daftar mobil JKN malah dapet antrian nomor 2, 3 itu pun yang bnyak duplikat.",1,NEGATIVE
2025-12-03 8:04:31,mau ambil antrian mudah dengan aplikasi,5,POSITIVE
2025-12-03 8:02:36,memudahkan melakukan pendaftaran antrian,5,POSITIVE
2025-12-03 8:00:38,sangat membantu masyarakat kurang mampu dalam mengambil antrian berobat dan mencari kamar di RS,5,POSITIVE
2025-12-03 7:46:08,mau masuk jkn susah bgt dah..,2,NEGATIVE
2025-12-03 7:07:35,kebijakan dari BPJS semau-maunya,3,NEGATIVE
2025-12-03 7:05:47,Bagus Banget Aplikasi Mobile JKN sangat bermanfaat,5,POSITIVE
2025-12-03 6:59:19,"masukan ya min.. seharusnya di menu *info riwayat pelayanan* tersedia untuk satu keluarga, jadi satu aplikasi bisa untuk satu keluarga",4,POSITIVE
2025-12-03 6:44:11,"sangat membantu untuk informasi kepesertaan ,ribet saat masuk dan keluar,banyak tombol yg mesti di klik,......",5,NEGATIVE
2025-12-03 6:38:19,logout sndiri.pas mau login pass.salah pdhl sdh bener (sdh sy catat) pas daftar ulang katanya akun sdh trdfar. aplikasi cetek dr dl. perbaiki tuh aplikasinya.cetek bgt,1,NEGATIVE
2025-12-03 6:30:27,"aplikasi yg sngat mmpersulit ,sulit log in ..bner2 bkin kesel",1,NEGATIVE
2025-12-03 6:28:49,keren perbaikan pelayanan nya bisa tlp 165 dari aplikasi walaupun sekian menit terputus.. cukup membantu smoga semakin lebih baik dan tetap baik.,5,POSITIVE
2025-12-03 6:18:15,aplikasi yang sangat membantu untuk layanan kesehatan,5,POSITIVE
2025-12-03 6:04:25,the best,5,POSITIVE
2025-12-03 5:40:25,selalu berikan yg terbaik untuk masyarakat,5,POSITIVE
2025-12-03 5:26:48,ternyata bagus jga pelayanan via aplikasi skrng. cepat dan tanggap,5,POSITIVE
2025-12-03 5:14:07,"ga bisa ss, ga bisa masuk di 2 device kalo memang untuk keamanan coba di optimalkan lagi. kita ga selamanya dekat dengan keluarga karena tuntutan pekerjaan,ketika keluarga di kampung sakit dan perlu mendaftar lewat jkn,ternyata bukti pendaftarannya ga bis",2,NEGATIVE
2025-12-03 4:58:25,Kalo daftar pake JKN utk Faskes 1 sering eror jrg bgt lgsg bsa. gtw deh,2,NEGATIVE
2025-12-03 4:35:12,aplikasi bisa membantu untuk pengecekan aktif tidaknya JKNKIS,5,POSITIVE
2025-12-03 4:32:16,"kalau udah login engga usah login lagi dongs, udah ngisi bener tapi tetep salah...aneh banget... lagi di butuhin buat sat set kalau login lagi kelamaan, engga semua orang hafal nik... harus nyari dulu ktp __",4,NEGATIVE
2025-12-03 4:30:45,"akses mudah dlm perubahan data dan pendaftaran. namun saya kira kalo ada perubahan faskes hari itu juga atau brp hari berlaku, ternyata masih nunggu bln berikutnya baru bisa berlaku.",5,NEGATIVE
2025-12-03 4:19:09,terimakasih kasih pemerintah udah membatu keluarga sukses selalu BPJS,5,POSITIVE
2025-12-03 4:18:27,"membantu ,tapi setelah di upgd malah jadi susah buat log lagi gimana ini",5,NEGATIVE
2025-12-03 4:13:39,"Adain fitur tnya dokter donk... Jadi gk langsung kesana klo bisa di obatin dirumah & itu juga bisa jadi tnya jawab untuk seseorang penderita kolestrol asam urat dll, yg bingung memilih makanan apa...",2,NEGATIVE
2025-12-03 4:12:21,sangat membantu skali,5,POSITIVE
2025-12-03 4:05:07,"aplikasi yang mudah untuk digunakan,serta banyak manfaat",5,POSITIVE
2025-12-03 4:03:07,ini parah banget sih. masa login mulu. udah gitu kalau lupa password dan mau ganti password bayar dulu pakai sms dan gak bisa pakai email. padahal saya udah pernah masukin email dan sidik jari. tolong lah. masa dikit_ login dikit_ login. jangan mempersuli,1,NEGATIVE
2025-12-03 4:01:34,"Mempermudah layanan, walaupun harus mikir bagaimana cara penggunaan nya",5,POSITIVE
2025-12-03 3:57:03,aplikasi ini sangat membantu. tetapi ada kendala saat verifikasi nomor telepon. metode verifikasi tidak muncul. mohon diperiksa kembali.,4,POSITIVE
2025-12-03 3:56:48,"sudah buat 3 akun tapi selalu salah nik, tolong lah, saya mau daftar berobat via online pun jadi sulit, halah",2,NEGATIVE
2025-12-03 3:50:01,"Yang bikin aplikasi keliatan otaknya ga jalan. Kalo error diminta screenshot aplikasi, sedangkan sekarang fungsi screenshot dilarang. Bodoh sekali...",1,NEGATIVE
2025-12-03 3:40:38,di era digital semua lebih mudah trimakasih indonesia____,5,POSITIVE
2025-12-03 3:23:51,pelayanan bagus,5,POSITIVE
2025-12-03 3:20:43,Sangat bermanfaat,5,POSITIVE
2025-12-03 2:55:36,"kenapa udah terdaftar disuruh daftar lagi, ribet kalo waktu nya mau kontrol ke RS",1,NEGATIVE
2025-12-03 2:54:29,"la wong udh bayar, status nya malah belum bayar. aneh bener",1,NEGATIVE
2025-12-03 2:34:35,mudah fitur banyak,5,POSITIVE
2025-12-03 2:29:14,ampas.... berkali kali minta kirim kode OTP karna lupa password. tapi ga di kirim kirim.. yah ga expect lebih sih dari aplikasi Buatan Indo.. hadeh,1,NEGATIVE
2025-12-03 2:28:37,tidak bisa masuk aplikasi,1,NEGATIVE
2025-12-03 2:18:18,"mempersulit banget, udh punya BPJS juga harus daftar beginian. mending kalo gampang daftarin nya, bikin emosi aja. dua hari nyoba gagal teru",1,NEGATIVE
2025-12-03 2:16:31,"3 dulu . susah login ke mobile jkn padahal no aktif dan ada pulsanya ,verifikasi no selalu gagal ketika mau ubah password mobile jkn sudah 1 bulan ini d coba masih tetap tidak bisa login dan ganti password .",3,NEGATIVE
2025-12-03 2:11:17,"Saya salah daftar BPJS mandiri, padahal saya tidak mampu dan bapak saya peserta PBI. Mohon bantuan agar bisa dialihkan jadi PBI juga.",4,POSITIVE
2025-12-03 2:03:22,aplikasi sampah. masak tiap bulan logout sendiri.. ga bisa diandalkan,1,NEGATIVE
2025-12-03 2:00:09,apk sangat membantu kami mengakses bpjs,5,POSITIVE
2025-12-03 1:57:13,sangat puas dan bagus,5,POSITIVE
2025-12-03 1:51:51,"mau masuk ke akun lagi susah nya minta ampun. kadang nik salah kata sandi salah, pdhal sebelum nya gk pernah kyak.gtu. paling cuma suruh masukin sandi udah bisa login lagi",1,NEGATIVE
2025-12-03 1:48:03,lebih mudah dan praktik. semoga konsisten,5,POSITIVE
2025-12-03 1:35:00,luar biasa,5,POSITIVE
2025-12-03 1:28:42,"kenapa ini akun saya belum terdaftar, lancang Admin",1,NEGATIVE
2025-12-03 1:25:20,sangat bermanfaat,5,POSITIVE
2025-12-03 1:19:36,cepat dan mudah,5,POSITIVE
2025-12-03 1:17:20,mau bayar aja ribet pake auto debit segala apk sering bermasalah pemilihan non bank saja sedikit sekali,2,NEGATIVE
2025-12-03 0:58:19,mudahkan semua pelayanan kesehatan,5,POSITIVE
2025-12-03 0:57:58,"Saya kembali beli Bintang 5 untuk Aplikasi Mobile JKN ini, awalnya memang selalu gagal dan tidak lama berapa hari saya coba kembali bisa. Mungkin karena jaringan atau memang system Error, tp sudah bisa jadi saya kasih 5 Bintang untuk Mobile JKN.",5,POSITIVE
2025-12-03 0:57:00,"susah untuk verifikasi,bikin darah tinggi verifikasi pake wajah RIBETT",1,NEGATIVE
2025-12-03 0:55:14,"1. mohon dibuat mode gelap atau mode suara untuk orang yang punya kesulitan penglihatan seperti saya. 2. mohon capca jangan terlalu abstrak, saya bolak balik gagal karena tulisan yang bertumpuk dan warna warni sehingga angka yang muncu sangatl susah untuk",3,NEGATIVE
2025-12-03 0:52:01,lihat nomor antrian yang sudah di buat dimanaaa? di riwayat gak adaaa,1,NEGATIVE
2025-12-03 0:34:38,"aplikasi nongak aku buat terus salah password tiba aku buat ulang dia bilang udah terdaftar , tiba aku daftar slah nik sama password bodoh",1,NEGATIVE
2025-12-03 0:18:32,usefull,5,POSITIVE
2025-12-02 23:52:56,sagat membantu,5,POSITIVE
2025-12-02 22:37:49,"aplikasi ngirim kode otp aja susah banget, verifikasi muka juga susah banget, tolong perbaiki",1,NEGATIVE
2025-12-02 22:32:11,Kenapa sekarang aplikasinya tidak mengizinkan tangkapan layar?? merepotkan sumpah. Saya sebagai anak sering mendaftarkan rujukan untuk ibu saya karena beliau tidak paham terkait aplikasi seperti ini. Sekarang kalau tidak bisa discreenshot terus gimana car,1,NEGATIVE
2025-12-02 21:21:52,"tolong dong ini aplikasinya dievaluasi lagi, sering logout mulu tiap mau daftar brobat online, ini bukan mempermudah masyarakat tapi malah memperibet orang jadinya",2,NEGATIVE
2025-12-02 20:33:10,"Selama ini dengan JKN, saya mendapat kemudahan berobat. Kendala yg saya alami, apabila membayar iuran JKN melewati tgl 10 setiap bulannya, dan harus dirawat di Rumah Sakit, maka terkena denda 350 ribu Rp, Walaupun sistem JKN yg sedang error. Mohon diringa",5,POSITIVE
2025-12-02 19:46:32,sangat mudah di lakukan,5,POSITIVE
2025-12-02 19:26:04,"perubahan faskes sulit selalu gagal saat verivikasi wajah, saat pendaftaran pun sering tertulis tidak ada jaringan, padahal signal sedang online dan aplikasi lain pun lancar. sangat sulit untuk merubah data peserta",1,NEGATIVE
2025-12-02 18:43:20,"beberapa minggu gak dibuka aplikasinya malah log in lagi, hadeee",3,NEGATIVE
2025-12-02 18:38:32,"ythJkn,saya konfirmasi, kenapa semaa0a kagikin kedepan,makin ribet,apaaya 3th.ke mitra ,padahalsebelum nya muda tamba h.susah apa lg ada cpsen",2,NEGATIVE
